data__fourier_entropy__bins_10,data__fourier_entropy__bins_100,data__fourier_entropy__bins_5,data__ratio_beyond_r_sigma__r_10,"data__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""min""","data__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""max""","data__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""min""","data__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""max""",data__kurtosis,data__partial_autocorrelation__lag_1,data__cid_ce__normalize_True,"data__agg_autocorrelation__f_agg_""mean""__maxlag_40",data__autocorrelation__lag_9,data__autocorrelation__lag_8,data__autocorrelation__lag_6,data__autocorrelation__lag_5,data__autocorrelation__lag_4,data__autocorrelation__lag_3,data__autocorrelation__lag_2,data__autocorrelation__lag_1,id_KI
0.3332039310505411,1.0465903669387357,0.17046735378874556,0.001888888888888889,0.1985552994340871,-0.1177770183194319,0.11743488822530986,-0.20608753960061088,172.366705847881,0.932215191160961,78.11848064763417,0.05748599362692761,-0.22306696413800398,-0.08911412549545061,0.21112658397723116,0.36012018300068976,0.5025410336521139,0.6579108777397426,0.805884699897349,0.9322151911609609,3
0.5134956588866267,1.1447306717468966,0.2801790812253812,0.0017111111111111112,0.2054293296937179,-0.11793629199923,0.11562897785544536,-0.20620095382910722,148.89330160377315,0.9287870433968364,80.06886249675746,0.05084551847920725,-0.22327160354524495,-0.11120991219917224,0.18975341442151103,0.3596419802456142,0.5159749484409042,0.6759481071082484,0.8154221140891079,0.9287870433968357,3
0.4314515372789762,1.1262536313965426,0.34185290590768097,0.0017777777777777779,0.2001874456417627,-0.11328025262876797,0.11698273039703742,-0.19383087005578586,157.92184235348847,0.9244289909701271,82.48173330573906,0.04168956981301087,-0.1622553068244247,-0.05885665415748576,0.21858824522780254,0.3804349737415083,0.5344820544100919,0.6926020801281705,0.820933917878357,0.9244289909701271,3
0.3184493542710889,0.962397629964773,0.2627423325550306,0.001911111111111111,0.20938655339767986,-0.12202910127739332,0.11939240970055724,-0.20158021543350443,126.55182336012939,0.9304528268506296,79.1271134211818,0.0771606355931469,-0.2388870839387613,-0.11071501144989278,0.1964369828287092,0.36888804788632523,0.5285312669424628,0.6898351848463763,0.8250250957978006,0.9304528268506296,3
0.3826286059837195,1.0502230742327812,0.24590145415382958,0.0016444444444444445,0.19889062290609344,-0.11800709659897772,0.11128677472742451,-0.20680980649562694,162.28696082831405,0.9452105148214731,70.23490989843997,0.043629881966424124,-0.18824493357456965,-0.045460534326943844,0.27327581838721865,0.4336360206849232,0.577506504361585,0.7163454852897192,0.8415271614334368,0.9452105148214722,3
0.37003612249368967,1.1035930641244114,0.24590145415382955,0.0018666666666666666,0.19703451743839467,-0.1233357872941241,0.11457685397369621,-0.21054813046817117,170.25684033545414,0.9308449531950485,78.90383576673041,0.030346399390296697,-0.20669241238967825,-0.07005502486477076,0.235903264486627,0.37606527632401215,0.5095002218319817,0.6558295903124683,0.8009038931986101,0.9308449531950485,3
0.4273953501180106,1.0811702666753922,0.2801790812253812,0.0016,0.19923129485800795,-0.11964550913390135,0.10985476742909386,-0.20522120919339554,147.11217351242664,0.9392688516388505,73.9437335504081,0.05006194410071517,-0.15108205968323501,-0.020632482824712917,0.29357440247054833,0.44670987386612204,0.5856804719813977,0.7230189936069752,0.8398184919595798,0.9392688516388508,3
0.4613499311605772,1.1507728961446917,0.3418529059076809,0.0016222222222222222,0.20430757425736884,-0.11777117509952399,0.12022971862369576,-0.20237075167328225,152.19943034319053,0.927487270826076,80.79558573839596,0.015415256680657265,-0.26018571641812677,-0.14749241311809833,0.16106100409669152,0.331759189602862,0.499930432314348,0.6698293022759618,0.8082693809711394,0.9274872708260768,3
0.5059847234318885,1.2320421567338664,0.34185290590768097,0.0016444444444444445,0.19534044742468992,-0.11759797312928236,0.1128232622074234,-0.2137741190529601,157.7686735732405,0.9368370740302268,75.4090538103544,0.040832527500982416,-0.15137687499702382,-0.044326243900571154,0.24815942085983403,0.40373311722254585,0.5493343475644235,0.6916333726008157,0.8213063153009608,0.9368370740302269,3
0.5331159391535111,1.3166183004778726,0.3672893503718871,0.0017111111111111112,0.20306108217439992,-0.12255556806323516,0.1165313691836724,-0.20651359117919274,146.07658723694533,0.9247123391180596,82.3270146899482,0.05236507368445882,-0.17907414821904313,-0.06939079682849832,0.21109760365014618,0.3742509820080013,0.528650646514022,0.6793125132715008,0.8087138943271488,0.92471233911806,3
