data__fourier_entropy__bins_10,data__fourier_entropy__bins_100,data__fourier_entropy__bins_5,data__ratio_beyond_r_sigma__r_10,"data__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""min""","data__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""max""",data__kurtosis,data__partial_autocorrelation__lag_1,data__cid_ce__normalize_True,"data__agg_autocorrelation__f_agg_""mean""__maxlag_40",id_KI
0.1360021696648796,0.2263634575785358,0.0907289936621287,0.0,0.0902149146512783,-0.0400192194393432,11.928791378038856,0.9988814155836748,10.13253095604708,0.583175767758816,0
0.1704673537887455,0.2263634575785358,0.0907289936621287,0.0,0.0839172663261717,-0.0368275665095461,13.710368770623516,0.9987567747436528,10.671813329865108,0.6172592030255841,0
0.1360021696648796,0.2263634575785358,0.0907289936621287,0.0,0.0881034756459863,-0.0381191854851379,12.284155833211376,0.9988468126349102,10.285137071156935,0.6022403284190828,0
0.1360021696648796,0.2263634575785358,0.0907289936621287,0.0,0.0892677406488653,-0.0390751027957388,12.275533555731082,0.9987874433972644,10.541584434311709,0.5969369328585223,0
0.1360021696648796,0.2263634575785358,0.0907289936621287,0.0,0.089420258902482,-0.0397725054049996,11.854050195634263,0.998883237825932,10.12448727788613,0.5882150234923617,0
0.1360021696648796,0.2263634575785358,0.0907289936621287,0.0,0.0882301423946884,-0.0390837433914142,12.17433547981272,0.9988699399255716,10.1834287860285,0.5965094822425445,0
0.1360021696648796,0.2263634575785358,0.0907289936621287,0.0,0.087905162988091,-0.0382114584905039,13.077686553238117,0.9987695255104814,10.617852277846543,0.6001099265844333,0
0.1360021696648796,0.2263634575785358,0.0907289936621287,0.0,0.0907014086142257,-0.0397704958817527,12.50781695093612,0.9987891691455002,10.534319002098044,0.5851783026480695,0
0.1360021696648796,0.2263634575785358,0.0907289936621287,0.0,0.0864108315123708,-0.0379673017678536,12.836553486706933,0.9988494533186124,10.2734607770384,0.6060249740148786,0
0.1360021696648796,0.1812138217044036,0.0907289936621287,0.0,0.0865008117105621,-0.0378430256129831,12.528797252445395,0.9988611063595968,10.22227242870761,0.6057833791255114,0
0.1360021696648796,0.2263634575785358,0.0907289936621287,0.0,0.0899469280285873,-0.0397503609140746,12.692282100556827,0.9987861401597136,10.547250416212805,0.5827868471618947,0
0.1360021696648796,0.2263634575785358,0.0907289936621287,0.0,0.0883270247318191,-0.0386382552925687,13.245700308379584,0.9988111366020528,10.440019262967876,0.596871023138977,0
0.1360021696648796,0.2263634575785358,0.0907289936621287,0.0,0.0882746826750333,-0.0383773861749364,13.401927387654938,0.9988009283349456,10.483949023930544,0.5997189961962218,0
0.1360021696648796,0.2263634575785358,0.0907289936621287,0.0,0.0888908394899721,-0.039067139009425,13.475624297387322,0.998736921284273,10.75517167071538,0.5965238665758535,0
0.1597208858730875,0.1812138217044036,0.0799825257464707,0.0,0.0802354578921203,-0.0345628030709785,10.956074364281353,0.9990464695484728,9.370997711123538,0.6416962876995973,0
0.1704673537887455,0.1812138217044036,0.0907289936621287,0.0,0.0882183497463739,-0.0386921790965967,9.797876743461051,0.9990705432439274,9.254684862228403,0.6041435615238956,0
0.1360021696648796,0.1812138217044036,0.0907289936621287,0.0,0.0882396948757212,-0.0388473991399402,9.72240172406002,0.9990715974304784,9.249543109049888,0.6016696814789381,0
0.1704673537887455,0.1812138217044036,0.0907289936621287,0.0,0.0882154388529916,-0.0389157877280276,9.84081136751161,0.999037936969828,9.411893627991509,0.6026306877386703,0
0.1704673537887455,0.1812138217044036,0.0907289936621287,0.0,0.0883079256985316,-0.0384631217205417,9.861563957737909,0.9990287247453176,9.45579985966025,0.6031758648012916,0
0.1597208858730875,0.1812138217044036,0.0799825257464707,0.0,0.0836619360460385,-0.0369365850918377,10.656718507539004,0.9990022681467604,9.580889753789563,0.6302842689944057,0
0.1704673537887455,0.1812138217044036,0.0907289936621287,0.0,0.0880136313070815,-0.0392119133953691,10.087444764715093,0.999032080453179,9.439848483980972,0.6058857197814318,0
0.1704673537887455,0.1812138217044036,0.0907289936621287,0.0,0.0881182576832646,-0.0388408662255279,10.030100840141769,0.999031902930116,9.44069751608501,0.6049951446402272,0
0.1704673537887455,0.1812138217044036,0.0907289936621287,0.0,0.0880249832882621,-0.0388983927505734,9.901295430458164,0.9990519441718172,9.344681119753703,0.6035436560858237,0
0.1704673537887455,0.1812138217044036,0.0907289936621287,0.0,0.0876222316351958,-0.0385616777867147,9.906877719733076,0.999079541398958,9.210828885944728,0.6061725944479489,0
0.1704673537887455,0.1812138217044036,0.0907289936621287,0.0,0.0867848591119554,-0.041306782847313,9.99398975183392,0.9989995977589652,9.59344519580608,0.6018502111714868,0
0.1704673537887455,0.1812138217044036,0.0799825257464707,0.0,0.0874545392787381,-0.0385891470885107,9.989891412539466,0.999052925945294,9.339941415491912,0.6075003938889083,0
0.1704673537887455,0.1704673537887455,0.0799825257464707,0.0,0.0874812091361487,-0.0384982956712318,10.108349377361384,0.999031963846832,9.440401138152088,0.6101966505537011,0
0.1360021696648796,0.2263634575785358,0.1360021696648796,0.0,0.0713390451503338,-0.0315445552486605,13.55492145249032,0.9991307474529052,8.957159265545803,0.7207897392603915,0
0.1360021696648796,0.1812138217044036,0.1360021696648796,0.0,0.0718895348257027,-0.0313473549389076,12.429942163725476,0.9992495545884296,8.338976144683327,0.6976302352445909,0
