data__fourier_entropy__bins_10,data__fourier_entropy__bins_100,data__fourier_entropy__bins_5,data__ratio_beyond_r_sigma__r_10,"data__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""min""","data__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""max""",data__kurtosis,data__partial_autocorrelation__lag_1,data__cid_ce__normalize_True,"data__agg_autocorrelation__f_agg_""mean""__maxlag_40"
0.22636345757853582,0.5489705950945207,0.17046735378874556,0.0011777777777777778,0.24866444473358595,-0.12594588811098473,49.672994184005695,0.980539543418838,41.87364523441873,0.059125616563943585
