data__fourier_entropy__bins_10,data__fourier_entropy__bins_100,data__fourier_entropy__bins_5,data__ratio_beyond_r_sigma__r_10,"data__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""min""","data__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""max""","data__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""min""","data__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""max""",data__kurtosis,data__partial_autocorrelation__lag_1,data__cid_ce__normalize_True,"data__agg_autocorrelation__f_agg_""mean""__maxlag_40",data__autocorrelation__lag_9,data__autocorrelation__lag_8,data__autocorrelation__lag_6,data__autocorrelation__lag_5,data__autocorrelation__lag_4,data__autocorrelation__lag_3,data__autocorrelation__lag_2,data__autocorrelation__lag_1,id_KI
0.1360021696648796,0.2263634575785358,0.0907289936621287,0.0,0.0902149146512783,-0.0400192194393432,0.0399112028302381,-0.0915941064122247,11.928791378038856,0.9988814155836748,10.13253095604708,0.583175767758816,0.9206031282894253,0.9366173209268474,0.963584566793906,0.9744089658718182,0.9833840119558216,0.9905049617787096,0.9956895918808484,0.9988814155836748,0
0.1704673537887455,0.2263634575785358,0.0907289936621287,0.0,0.0839172663261717,-0.0368275665095461,0.0363562367877008,-0.084952263061606,13.710368770623516,0.9987567747436528,10.671813329865108,0.6172592030255841,0.9251506086204444,0.9400232806363455,0.9652980215789312,0.9755508110669164,0.9841426731782744,0.9908904659769928,0.9956808254539924,0.998756774743654,0
0.1360021696648796,0.2263634575785358,0.0907289936621287,0.0,0.0881034756459863,-0.0381191854851379,0.0384934887605525,-0.0875561293657172,12.284155833211376,0.9988468126349102,10.285137071156935,0.6022403284190828,0.923721860445124,0.939007399483062,0.9649037854963788,0.9753461417451976,0.9840723970926384,0.9909161876399544,0.9957837619885128,0.9988468126349104,0
0.1360021696648796,0.2263634575785358,0.0907289936621287,0.0,0.0892677406488653,-0.0390751027957388,0.0390123888420086,-0.0895748666917444,12.275533555731082,0.9987874433972644,10.541584434311709,0.5969369328585223,0.9222962061457451,0.9378260820942336,0.9642200060462868,0.9748577845497428,0.9837797281255712,0.9907352256665244,0.995641447819576,0.998787443397264,0
0.1360021696648796,0.2263634575785358,0.0907289936621287,0.0,0.089420258902482,-0.0397725054049996,0.0396174416970908,-0.0914464351090924,11.854050195634263,0.998883237825932,10.12448727788613,0.5882150234923617,0.921563369132459,0.937365697932631,0.963963388271442,0.9746474154695955,0.9835230269612762,0.9905699952462844,0.9957093886925142,0.9988832378259316,0
0.1360021696648796,0.2263634575785358,0.0907289936621287,0.0,0.0882301423946884,-0.0390837433914142,0.0386602584265714,-0.0901958268716859,12.17433547981272,0.9988699399255716,10.1834287860285,0.5965094822425445,0.922561997063658,0.938105380435922,0.9643583721533188,0.9749109183434128,0.9837088498664966,0.9907024126908204,0.9957511080882168,0.9988699399255716,0
0.1360021696648796,0.2263634575785358,0.0907289936621287,0.0,0.087905162988091,-0.0382114584905039,0.0386239954953301,-0.0879579270698461,13.077686553238117,0.9987695255104814,10.617852277846543,0.6001099265844333,0.9222392118138896,0.9377403412637828,0.9641206934291828,0.9747279809860084,0.9836735456933328,0.9906849554060584,0.9956144300068795,0.9987695255104816,0
0.1360021696648796,0.2263634575785358,0.0907289936621287,0.0,0.0907014086142257,-0.0397704958817527,0.0398592607294763,-0.0915202827346657,12.50781695093612,0.9987891691455002,10.534319002098044,0.5851783026480695,0.9196294060491236,0.9356795151344192,0.962980668605768,0.9739311183203492,0.98316023637245,0.990437301344236,0.9955649151114576,0.9987891691455004,0
0.1360021696648796,0.2263634575785358,0.0907289936621287,0.0,0.0864108315123708,-0.0379673017678536,0.0373393024703975,-0.0869466906813178,12.836553486706933,0.9988494533186124,10.2734607770384,0.6060249740148786,0.9237880438777356,0.9390350945961372,0.9648196891559476,0.9752148408629804,0.9838567874349304,0.9907277398053648,0.9957319489274424,0.9988494533186124,0
0.1360021696648796,0.1812138217044036,0.0907289936621287,0.0,0.0865008117105621,-0.0378430256129831,0.0375046973875708,-0.0871159290833495,12.528797252445395,0.9988611063595968,10.22227242870761,0.6057833791255114,0.9243041237138968,0.9394813607509812,0.9651179889408432,0.9754260527086168,0.984025347323448,0.9908648983720998,0.9957984436372,0.9988611063595968,0
